symmetric,input_dim,latent_dim,ratio,hidden_layers,seed,mse_mean,mse_std,mse_p95,mae_mean,mae_std
False,256,16,13.473684210526315,2,4,14.580371,38.512947,44.19812927246093,2.563144,2.12612
True,256,16,13.473684210526315,2,5,13.241101,22.343718,56.988252830505246,2.5922425,1.860269
False,256,16,13.473684210526315,2,5,17.431522,42.27318,54.31080951690669,2.7722437,2.3840575
True,256,16,13.473684210526315,2,6,14.2547,37.254555,44.04593124389643,2.5508156,2.1396995
False,256,16,13.473684210526315,2,6,15.594138,32.603996,67.31116065978996,2.707637,2.1802213
True,256,16,13.473684210526315,2,7,14.65596,31.782736,39.117259979248026,2.6389344,2.0857294
False,256,16,13.473684210526315,2,7,16.71988,46.744087,50.26564941406241,2.702228,2.3527467
True,256,16,13.473684210526315,2,8,14.901948,35.959133,38.601553344726504,2.7020607,2.0292315
False,256,16,13.473684210526315,2,8,18.299938,36.345695,72.26302261352532,2.90683,2.39703
True,256,16,13.473684210526315,2,9,11.934451,26.908611,31.83689270019529,2.467374,1.770216
False,256,16,13.473684210526315,2,9,15.295621,27.821596,56.43419532775871,2.699067,2.064086
True,256,32,7.314285714285714,2,0,13.671753,21.079885,52.22242774963377,2.6584766,1.9081813
False,256,32,7.314285714285714,2,0,10.608921,20.0581,36.82971334457392,2.3228762,1.6851572
True,256,32,7.314285714285714,2,1,15.32687,31.324911,48.582435989379775,2.78601,2.0689132
False,256,32,7.314285714285714,2,1,20.439611,34.461,57.35604496002194,3.3524542,2.2490964
True,256,32,7.314285714285714,2,2,9.991639,15.714376,30.479267120361325,2.2946277,1.5484593
False,256,32,7.314285714285714,2,2,10.560919,21.344263,43.09202995300292,2.2549515,1.7541285
True,256,32,7.314285714285714,2,3,11.75033,27.24499,37.20717716217035,2.407127,1.8433666
False,256,32,7.314285714285714,2,3,8.842171,19.21226,25.487378215789775,2.0746658,1.5845026
True,256,32,7.314285714285714,2,4,14.067157,27.888025,39.19052581787108,2.5897973,2.0738277
False,256,32,7.314285714285714,2,4,16.353394,43.096676,47.86006431579586,2.7760565,2.2697299
True,256,32,7.314285714285714,2,5,18.632715,24.338856,63.96398067474351,3.2459319,1.9757853
False,256,32,7.314285714285714,2,5,11.4744835,29.35764,34.729257392883284,2.3058522,1.9340348
True,256,32,7.314285714285714,2,6,16.261608,39.961872,46.613411521911544,2.8665376,2.1763856
False,256,32,7.314285714285714,2,6,15.28881,34.97313,65.60163345336902,2.5810275,2.2995608
True,256,32,7.314285714285714,2,7,12.3990965,26.544758,39.5814456939697,2.460978,1.9723482
False,256,32,7.314285714285714,2,7,11.604175,19.361563,47.97591876983635,2.4333808,1.7540936
True,256,32,7.314285714285714,2,8,10.551351,18.33466,38.820543479919394,2.3216875,1.6676399
False,256,32,7.314285714285714,2,8,15.84832,49.258904,50.522762489318715,2.5583427,2.4415236
True,256,32,7.314285714285714,2,9,12.850217,32.896976,32.06472034454335,2.47103,1.988762
False,256,32,7.314285714285714,2,9,21.19655,91.58124,43.33597850799536,2.6158004,3.0815914
True,256,64,3.8208955223880596,2,0,17.229729,23.299341,42.762154197692865,3.1176205,1.8154932
False,256,64,3.8208955223880596,2,0,9.055245,18.967993,28.104906272888176,2.1208675,1.5211836
True,256,64,3.8208955223880596,2,1,13.810129,24.355452,38.08073081970212,2.7122684,1.8526448
False,256,64,3.8208955223880596,2,1,7.875212,12.693402,18.90448236465454,2.0497553,1.2883052
True,256,64,3.8208955223880596,2,2,14.994254,20.69248,48.96040401458734,2.8185616,1.7894857
False,256,64,3.8208955223880596,2,2,9.30852,16.90335,25.678272247314414,2.1874826,1.5454156
True,256,64,3.8208955223880596,2,3,11.352891,15.629577,46.06349830627439,2.4504757,1.6577923
False,256,64,3.8208955223880596,2,3,7.569862,12.047538,21.221426773071272,1.9853487,1.3214533
True,256,64,3.8208955223880596,2,4,10.51755,14.853953,33.50181980133056,2.3698912,1.5920966
False,256,64,3.8208955223880596,2,4,7.1430497,10.80624,23.311964321136422,1.9175279,1.2772402
True,256,64,3.8208955223880596,2,5,11.394858,18.956594,45.006007766723535,2.3773572,1.805161
False,256,64,3.8208955223880596,2,5,8.22122,14.773269,19.2858359336853,2.0418928,1.3740499
True,256,64,3.8208955223880596,2,6,12.140235,27.49999,36.07383117675776,2.3643265,1.8692777
False,256,64,3.8208955223880596,2,6,10.846477,16.056274,42.23472900390618,2.4168081,1.6020163
True,256,64,3.8208955223880596,2,7,12.259949,26.408686,32.07577352523802,2.3571897,2.0066059
False,256,64,3.8208955223880596,2,7,9.1591625,14.482534,25.26226139068598,2.2226567,1.3777539
True,256,64,3.8208955223880596,2,8,13.519493,42.22637,29.211452770233116,2.4866316,2.0788188
False,256,64,3.8208955223880596,2,8,7.2641253,11.43566,22.690420436859082,1.9702271,1.2620567
True,256,64,3.8208955223880596,2,9,21.491877,22.561834,50.01642417907713,3.5747092,1.923341
False,256,64,3.8208955223880596,2,9,9.012828,15.440003,24.719001960754394,2.1312928,1.4997087
True,512,4,73.14285714285714,2,0,65.45095,126.78332,158.88762664794922,5.8601923,4.0919547
False,512,4,73.14285714285714,2,0,133.03293,371.51215,436.1448059082031,7.0468473,7.2258573
True,512,4,73.14285714285714,2,1,44.501934,57.385944,130.0450897216797,4.9901342,2.9156256
False,512,4,73.14285714285714,2,1,118.80043,162.32663,386.6100158691406,8.01865,5.1325455
True,512,4,73.14285714285714,2,2,36.757313,45.0269,125.0028190612793,4.554884,2.6039765
False,512,4,73.14285714285714,2,2,390.9073,2218.93,268.09007263183594,8.3975935,15.0824995
True,512,4,73.14285714285714,2,3,54.53717,71.48359,133.74948120117188,5.4254804,3.3950198
False,512,4,73.14285714285714,2,3,401.35565,2275.219,275.4851760864258,8.436197,15.273648
True,512,4,73.14285714285714,2,4,99.363594,166.89238,365.15675354003906,6.758785,5.610556
False,512,4,73.14285714285714,2,4,90.07615,291.19608,250.4844512939453,5.7590113,5.9738503
True,512,4,73.14285714285714,2,5,145.94081,627.4876,212.03203582763672,6.845766,7.9858947
False,512,4,73.14285714285714,2,5,90.07617,401.66183,133.59900665283203,5.099017,6.63145
True,512,4,73.14285714285714,2,6,179.94977,962.8037,148.039794921875,6.4850345,9.799038
